filename,emotion,pred_emotion,voice_conf,text_conf,final_conf,transcript,feat_1,feat_2,feat_3,feat_4,feat_5
03-01-01-01-01-01-03.wav,neutral,stressed,45.39,20.81,38.01,Kids are talking by the door.,1546.0445556640625,1167863.875,0.004143283702433109,3.3346397685818374e-05,3.4916074123915695
03-01-01-01-01-01-06.wav,neutral,stressed,43.15,20.81,36.45,Kids are talking by the door.,1878.418212890625,1256606.125,0.0016340386355295777,4.790706498170039e-06,2.996984284563658
03-01-01-01-01-01-11.wav,neutral,stressed,42.9,20.81,36.28,Kids are talking by the door.,1223.276123046875,1361697.625,0.001827168744057417,5.672673523804406e-06,2.8694404591104736
03-01-01-01-01-01-12.wav,neutral,stressed,45.02,20.81,37.75,Kids are talking by the door.,1655.7794189453125,1307299.0,0.00270173791795969,1.0373325494583696e-05,3.5743744844652188
03-01-01-01-01-01-14.wav,neutral,stressed,43.39,20.81,36.62,Kids are talking by the door.,1864.1346435546875,1370922.75,0.0011607330525293946,2.6256509499944514e-06,3.169914628435575
03-01-01-01-01-01-15.wav,neutral,stressed,45.71,20.81,38.24,Kids are talking by the door.,1285.196533203125,1027078.0,0.004510041326284409,3.7695041100960225e-05,3.5607648226108566
03-01-01-01-01-01-16.wav,neutral,stressed,46.16,20.81,38.56,Kids are talking by the door.,1644.818115234375,1266485.75,0.0029916574712842703,1.3535433026845567e-05,4.01384777482314
03-01-01-01-01-01-17.wav,neutral,stressed,44.44,20.81,37.35,Kids are talking by the door.,1105.80224609375,921302.8125,0.004058996681123972,2.81375087070046e-05,3.127290495968727
03-01-01-01-01-01-20.wav,neutral,stressed,42.83,20.81,36.22,Kids are talking by the door.,1858.96533203125,1266357.0,0.0015619364567101002,4.3414465835667215e-06,2.8817405713050683
03-01-01-01-01-01-23.wav,neutral,stressed,45.5,20.81,38.09,Kids are talking by the door.,1728.6533203125,1290644.75,0.004885701462626457,4.087381239514798e-05,3.417623765629878
03-01-01-01-01-02-16.wav,neutral,stressed,44.9,20.81,37.68,Kids are talking by the door.,1677.1409912109375,1308123.0,0.003191970521584153,1.629013968340587e-05,4.5489513998060005
03-01-01-01-02-01-03.wav,neutral,stressed,42.41,19.75,35.61,Dogs are sitting by the door.,1612.1021728515625,1244594.75,0.004245706833899021,3.0627226806245744e-05,2.2834308548594264
03-01-01-01-02-01-06.wav,neutral,stressed,40.28,19.75,34.12,Dogs are sitting by the door.,1835.375244140625,1328569.75,0.0021815814543515444,9.066030543181114e-06,1.7629235148287576
03-01-01-01-02-01-10.wav,neutral,stressed,46.44,19.75,38.43,Dogs are sitting by the door.,1527.1148681640625,1270235.25,0.011863580904901028,0.00019337967387400568,2.67589851654876
03-01-01-01-02-01-11.wav,neutral,stressed,42.12,19.75,35.41,Dogs are sitting by the door.,1325.4659423828125,1703755.625,0.002196897752583027,8.060040272539482e-06,2.4974635136189804
03-01-01-01-02-01-15.wav,neutral,stressed,43.34,19.75,36.26,Dogs are sitting by the door.,984.7821655273438,693706.1875,0.004474529530853033,3.392252619960345e-05,2.618753182512548
03-01-01-01-02-01-20.wav,neutral,stressed,40.13,19.75,34.02,Dogs are sitting by the door.,1787.366943359375,1320819.125,0.0019168197177350521,6.5879135036084335e-06,1.7458037061957847
03-01-01-01-02-02-02.wav,neutral,stressed,44.6,19.75,37.14,Dogs are sitting by the door.,1728.6298828125,1271781.5,0.004915847908705473,4.7228542825905606e-05,3.0524818758888617
03-01-01-01-02-02-03.wav,neutral,stressed,43.29,19.75,36.23,Dogs are sitting by the door.,1606.13232421875,1201123.875,0.004527929238975048,4.493522646953352e-05,2.593519802604326
03-01-01-01-02-02-05.wav,neutral,stressed,44.03,19.75,36.75,Dogs are sitting by the door.,1074.1861572265625,1045512.1875,0.0017732365522533655,5.383258667279733e-06,3.3299802282423947
03-01-01-01-02-02-07.wav,neutral,stressed,45.3,19.75,37.64,Dogs are sitting by the door.,1560.902099609375,1350016.5,0.0025170042645186186,9.128542842518073e-06,4.281437626478016
03-01-01-01-02-02-09.wav,neutral,stressed,42.39,19.75,35.6,Dogs are sitting by the door.,1639.57470703125,1460142.25,0.0010951696895062923,2.0873396806564415e-06,2.7806743135210286
03-01-01-01-02-02-12.wav,neutral,stressed,41.71,19.75,35.13,Dogs are sitting by the door.,1536.777099609375,1157042.25,0.00303687178529799,1.2479855286073871e-05,2.1996150673632116
03-01-01-01-02-02-20.wav,neutral,stressed,41.5,19.75,34.98,Dogs are sitting by the door.,1928.0611572265625,1313796.125,0.0021116449497640133,7.747609743091743e-06,2.2618837250397594
03-01-01-01-02-02-22.wav,neutral,stressed,45.91,19.75,38.07,Dogs are sitting by the door.,1732.099609375,1332941.625,0.0025475926231592894,1.0212527740804944e-05,3.958296518819579
03-01-01-01-02-02-24.wav,neutral,stressed,46.14,19.75,38.22,Dogs are sitting by the door.,1866.6307373046875,1273398.75,0.0035570741165429354,2.3454753318219446e-05,3.8849769329494603
03-01-02-01-01-01-02.wav,calm,stressed,44.18,20.81,37.17,Kids are talking by the door.,1742.309326171875,1386464.875,0.0033986184280365705,2.0246230633347295e-05,3.127290495968727
03-01-02-01-01-01-03.wav,calm,stressed,44.6,20.81,37.47,Kids are talking by the door.,1550.8319091796875,1168462.125,0.0028372122906148434,1.1086669474025257e-05,3.387898037299454
03-01-02-01-01-01-04.wav,calm,stressed,43.36,20.81,36.6,Kids are talking by the door.,1883.9254150390625,1303009.375,0.0028358139097690582,1.2159657671872992e-05,2.8918354939945123
03-01-02-01-01-01-06.wav,calm,stressed,42.77,20.81,36.18,Kids are talking by the door.,1902.7913818359375,1293166.375,0.0008373151649720967,1.203589476972411e-06,2.9722282423604445
03-01-02-01-01-01-10.wav,calm,stressed,45.7,20.81,38.23,Kids are talking by the door.,2016.9549560546875,1380433.75,0.00825444608926773,8.667525980854407e-05,5.041663749037182
03-01-02-01-01-01-22.wav,calm,stressed,45.05,20.81,37.78,Kids are talking by the door.,1722.8570556640625,1343150.875,0.0016221303958445787,4.152176643401617e-06,4.241031984449549
03-01-02-01-01-02-03.wav,calm,stressed,45.59,20.81,38.15,Kids are talking by the door.,1620.3955078125,1162529.75,0.0030537862330675125,1.3410571227723267e-05,3.746257923168264
03-01-02-01-01-02-04.wav,calm,stressed,43.58,20.81,36.75,Kids are talking by the door.,1799.3812255859375,1180751.75,0.0030491508077830076,1.2468207387428265e-05,2.943488368203636
03-01-02-01-01-02-08.wav,calm,stressed,43.9,22.25,37.41,Kids are talking about a door.,1295.4208984375,1237788.625,0.0016399371670559049,3.9668293538852595e-06,4.701129372876688
